Time,"""0000""","""000A""","""0028""","""002A""",shiftId
1615780800000,666,331,752,487,14
1615781700000,375,351,152,450,14
1615782600000,191,160,298,483,14
1615783500000,355,141,576,471,14
1615784400000,301,317,711,239,14
1615785300000,258,343,498,322,14
1615786200000,670,503,582,462,14
1615787100000,179,486,795,160,14
1615788000000,587,434,429,181,14
1615788900000,651,134,397,430,14
1615789800000,179,224,388,401,14
1615790700000,315,444,114,377,14
1615791600000,321,237,618,125,14
1615792500000,115,454,800,456,14
1615793400000,401,458,715,215,14
1615794300000,632,182,667,108,14
1615795200000,490,494,181,195,14
1615796100000,388,239,172,120,14
1615797000000,170,497,787,468,14
1615797900000,667,275,713,417,14
1615798800000,260,389,638,457,14
1615799700000,335,232,306,324,14
1615800600000,614,406,729,138,15
1615801500000,352,476,156,344,15
1615802400000,524,112,141,477,15
1615803300000,533,502,423,268,15
1615804200000,592,141,327,421,15
1615805100000,138,565,135,494,15
1615806000000,314,567,570,199,15
1615806900000,194,167,236,348,15
1615807800000,145,412,532,340,15
1615808700000,185,506,534,494,15
1615809600000,169,452,723,365,15
1615810500000,524,557,406,226,15
1615811400000,261,556,341,400,15
1615812300000,154,164,673,126,15
1615813200000,159,487,486,233,15
1615814100000,398,550,747,281,15
1615815000000,436,156,628,459,15
1615815900000,469,348,719,343,15
1615816800000,674,492,203,456,15
1615817700000,295,369,735,231,15
1615818600000,355,168,550,430,15
1615819500000,570,405,677,352,15
1615820400000,259,113,514,461,15
1615821300000,347,557,560,338,15
1615822200000,576,292,196,405,15
1615823100000,445,138,798,184,15
1615824000000,428,417,201,168,15
1615824900000,627,386,289,182,15
1615825800000,122,353,727,414,15
1615826700000,351,285,267,131,15
1615827600000,314,108,800,231,15
1615828500000,369,473,266,421,15
1615829400000,290,428,240,400,21
1615830300000,216,312,121,470,21
1615831200000,694,132,119,206,21
1615832100000,632,315,317,118,21
1615833000000,554,476,437,228,21
1615833900000,218,273,224,451,21
1615834800000,266,402,231,449,21
1615835700000,480,529,206,251,21
1615836600000,688,228,613,320,21
1615837500000,461,482,485,371,21
1615838400000,685,397,162,331,21
1615839300000,213,525,290,398,21
1615840200000,395,563,347,309,21
1615841100000,623,248,340,124,21
1615842000000,256,398,252,194,21
1615842900000,517,366,621,395,21
1615843800000,345,150,718,333,21
1615844700000,491,433,365,425,21
1615845600000,592,589,330,421,21
1615846500000,258,576,250,379,21
1615847400000,115,591,216,342,21
1615848300000,486,558,760,103,21
1615849200000,123,294,440,237,21
1615850100000,405,126,583,194,21
1615851000000,551,299,386,444,21
1615851900000,660,242,552,492,21
1615852800000,568,589,291,442,21
1615853700000,586,372,527,393,21
1615854600000,622,409,559,461,21
1615855500000,285,195,688,271,21
1615856400000,262,535,563,257,21
1615857300000,581,169,599,192,21
1615858200000,498,406,224,132,14
1615859100000,124,528,137,207,14
1615860000000,448,297,124,112,14
1615860900000,443,438,224,227,14
1615861800000,327,282,283,128,14
1615862700000,485,121,778,354,14
1615863600000,222,384,715,151,14
1615864500000,163,411,490,265,14
1615865400000,423,433,744,498,14
1615866300000,155,320,399,339,14
1615867200000,236,268,539,267,14
1615868100000,355,323,794,105,14
1615869000000,164,558,101,337,14
1615869900000,127,185,788,121,14
1615870800000,467,126,219,260,14
1615871700000,682,291,244,250,14
1615872600000,698,310,258,496,14
1615873500000,397,557,435,233,14
1615874400000,130,472,468,327,14
1615875300000,518,128,667,158,14
1615876200000,354,459,523,293,14
1615877100000,360,192,215,489,14
1615878000000,673,391,212,475,14
1615878900000,340,359,345,270,14
1615879800000,471,287,660,480,14
1615880700000,676,205,696,176,14
1615881600000,700,182,440,261,14
1615882500000,553,159,579,410,14
1615883400000,322,506,713,209,14
1615884300000,327,585,513,324,14
1615885200000,584,600,100,260,14
1615886100000,448,497,177,367,14
1615887000000,660,412,774,247,15
1615887900000,561,510,379,242,15
1615888800000,216,490,522,256,15
1615889700000,599,204,659,453,15
1615890600000,562,555,333,199,15
1615891500000,403,250,466,146,15
1615892400000,421,545,490,365,15
1615893300000,586,250,102,229,15
1615894200000,490,144,375,374,15
1615895100000,274,363,603,449,15
1615896000000,532,439,538,481,15
1615896900000,158,437,492,426,15
1615897800000,454,472,153,464,15
1615898700000,173,461,158,336,15
1615899600000,225,588,698,244,15
1615900500000,531,301,216,218,15
1615901400000,188,579,202,459,15
1615902300000,553,300,749,212,15
1615903200000,508,287,466,149,15
1615904100000,103,444,766,496,15
1615905000000,431,422,743,384,15
1615905900000,174,424,206,231,15
1615906800000,572,481,629,367,15
1615907700000,530,555,676,498,15
1615908600000,221,304,720,264,15
1615909500000,254,124,591,297,15
1615910400000,395,398,304,295,15
1615911300000,612,378,180,432,15
1615912200000,694,290,629,114,15
1615913100000,178,473,464,138,15
1615914000000,416,323,738,240,15
1615914900000,523,357,101,263,15
1615915800000,691,387,377,156,21
1615916700000,119,152,490,473,21
1615917600000,357,245,119,226,21
1615918500000,474,236,248,488,21
1615919400000,678,221,238,268,21
1615920300000,623,373,315,230,21
1615921200000,504,128,757,122,21
1615922100000,109,332,460,270,21
1615923000000,271,471,333,449,21
1615923900000,684,583,367,467,21
1615924800000,355,560,262,102,21
1615925700000,133,262,453,377,21
1615926600000,470,294,410,116,21
1615927500000,603,258,531,349,21
1615928400000,319,529,704,435,21
1615929300000,478,350,214,262,21
1615930200000,101,516,253,437,21
1615931100000,332,497,249,216,21
1615932000000,175,583,364,390,21
1615932900000,692,475,595,354,21
1615933800000,573,310,382,270,21
1615934700000,199,186,400,316,21
1615935600000,592,100,667,484,21
1615936500000,476,114,254,500,21
1615937400000,630,145,589,348,21
1615938300000,116,478,293,224,21
1615939200000,204,458,608,238,21
1615940100000,646,319,504,394,21
1615941000000,625,214,157,278,21
1615941900000,571,328,647,330,21
1615942800000,549,309,757,476,21
1615943700000,630,382,199,186,21
1615944600000,398,135,126,174,14
1615945500000,307,358,285,411,14
1615946400000,561,245,367,338,14
1615947300000,597,445,635,264,14
1615948200000,661,138,237,315,14
1615949100000,582,270,211,271,14
1615950000000,121,588,544,430,14
1615950900000,122,298,481,403,14
1615951800000,390,515,715,221,14
1615952700000,110,590,710,268,14
1615953600000,374,552,531,291,14
1615954500000,288,112,732,110,14
1615955400000,133,566,140,173,14
1615956300000,192,455,210,306,14
1615957200000,493,537,760,396,14
1615958100000,511,368,390,331,14
1615959000000,118,299,261,141,14
1615959900000,523,242,498,313,14
1615960800000,211,300,398,476,14
1615961700000,609,216,767,335,14
1615962600000,677,132,586,353,14
1615963500000,390,236,373,391,14
1615964400000,610,247,282,371,14
1615965300000,601,540,512,383,14
1615966200000,468,345,615,480,14
1615967100000,146,127,555,442,14
1615968000000,459,111,341,412,14
1615968900000,338,440,662,367,14
1615969800000,622,538,261,455,14
1615970700000,277,566,549,274,14
1615971600000,429,249,294,317,14
1615972500000,470,426,425,229,14
1615973400000,684,333,208,314,15
1615974300000,141,537,448,381,15
1615975200000,447,321,457,429,15
1615976100000,243,533,174,352,15
1615977000000,466,593,454,468,15
1615977900000,304,296,297,400,15
1615978800000,125,591,210,271,15
1615979700000,238,139,785,130,15
1615980600000,316,371,191,195,15
1615981500000,345,122,190,244,15
1615982400000,133,112,783,229,15
1615983300000,129,215,370,120,15
1615984200000,686,385,775,164,15
1615985100000,257,126,742,114,15
1615986000000,644,534,790,166,15
1615986900000,191,263,674,362,15
1615987800000,110,226,227,388,15
1615988700000,325,389,779,385,15
1615989600000,126,283,291,357,15
1615990500000,231,202,356,276,15
1615991400000,304,578,633,189,15
1615992300000,388,149,310,366,15
1615993200000,205,381,412,149,15
1615994100000,456,437,731,345,15
1615995000000,649,183,768,413,15
1615995900000,590,317,721,146,15
1615996800000,671,127,262,161,15
1615997700000,370,363,504,164,15
1615998600000,409,321,212,450,15
1615999500000,304,543,441,108,15
1616000400000,556,422,639,190,15
1616001300000,215,573,157,273,15
1616002200000,539,523,609,289,21
1616003100000,353,108,435,321,21
1616004000000,167,453,122,264,21
1616004900000,439,491,238,359,21
1616005800000,615,300,199,207,21
1616006700000,401,376,272,408,21
1616007600000,174,515,746,204,21
1616008500000,691,199,192,443,21
1616009400000,158,125,208,269,21
1616010300000,239,557,517,499,21
1616011200000,461,213,469,326,21
1616012100000,462,210,202,437,21
1616013000000,483,404,303,270,21
1616013900000,448,543,597,245,21
1616014800000,227,279,124,263,21
1616015700000,455,420,771,280,21
1616016600000,142,209,296,288,21
1616017500000,346,548,192,124,21
1616018400000,262,275,663,112,21
1616019300000,184,507,403,455,21
1616020200000,487,516,740,483,21
1616021100000,123,323,302,415,21
1616022000000,466,422,170,115,21
1616022900000,512,513,146,270,21
1616023800000,631,180,643,298,21
1616024700000,253,177,135,448,21
1616025600000,130,302,797,257,21
1616026500000,622,374,621,133,21
1616027400000,127,432,395,116,21
1616028300000,297,568,676,336,21
1616029200000,688,192,738,400,21
1616030100000,515,134,303,387,21
1616031000000,653,112,411,313,14
1616031900000,381,500,571,180,14
1616032800000,401,269,341,334,14
1616033700000,357,599,308,131,14
1616034600000,397,410,769,362,14
1616035500000,269,502,796,151,14
1616036400000,535,450,267,363,14
1616037300000,541,172,627,218,14
1616038200000,670,359,785,147,14
1616039100000,505,400,242,447,14
1616040000000,463,598,463,215,14
1616040900000,393,154,751,224,14
1616041800000,403,331,278,118,14
1616042700000,553,167,784,129,14
1616043600000,651,366,300,474,14
1616044500000,612,201,162,398,14
1616045400000,472,280,767,459,14
1616046300000,210,587,462,238,14
1616047200000,589,416,221,344,14
1616048100000,139,240,410,386,14
1616049000000,124,496,655,287,14
1616049900000,410,474,348,174,14
1616050800000,383,254,355,339,14
1616051700000,368,576,744,132,14
1616052600000,212,599,156,288,14
1616053500000,105,219,234,369,14
1616054400000,312,455,636,498,14
1616055300000,172,424,242,361,14
1616056200000,337,546,204,160,14
1616057100000,335,389,289,221,14
1616058000000,435,510,689,322,14
1616058900000,690,148,495,429,14
1616059800000,401,381,599,301,15
1616060700000,179,148,650,323,15
1616061600000,561,550,529,253,15
1616062500000,322,426,785,152,15
1616063400000,272,499,542,312,15
1616064300000,492,242,682,346,15
1616065200000,274,194,322,458,15
1616066100000,673,108,110,224,15
1616067000000,247,145,510,130,15
1616067900000,116,293,362,418,15
1616068800000,527,283,251,355,15
1616069700000,325,519,125,191,15
1616070600000,237,429,211,391,15
1616071500000,495,164,642,166,15
1616072400000,480,228,154,265,15
1616073300000,144,444,209,217,15
1616074200000,349,589,681,212,15
1616075100000,350,134,331,448,15
1616076000000,106,247,670,179,15
1616076900000,622,557,447,421,15
1616077800000,183,250,367,210,15
1616078700000,551,142,357,344,15
1616079600000,454,220,640,268,15
1616080500000,543,538,260,390,15
1616081400000,136,447,249,134,15
1616082300000,275,337,350,444,15
1616083200000,668,428,239,102,15
1616084100000,302,128,735,272,15
1616085000000,215,137,144,137,15
1616085900000,337,204,499,192,15
1616086800000,467,413,347,412,15
1616087700000,536,379,494,442,15
1616088600000,258,474,552,269,21
1616089500000,211,497,639,325,21
1616090400000,586,220,649,363,21
1616091300000,604,334,177,344,21
1616092200000,664,575,588,390,21
1616093100000,439,232,405,175,21
1616094000000,267,262,289,171,21
1616094900000,193,405,471,315,21
1616095800000,329,548,751,321,21
1616096700000,509,511,119,454,21
1616097600000,521,565,740,431,21
1616098500000,161,188,327,180,21
1616099400000,499,517,376,419,21
1616100300000,336,390,644,112,21
1616101200000,234,133,733,378,21
1616102100000,511,465,645,427,21
1616103000000,418,399,633,366,21
1616103900000,209,577,463,284,21
1616104800000,447,206,400,474,21
1616105700000,601,148,443,151,21
1616106600000,698,186,100,406,21
1616107500000,134,185,143,286,21
1616108400000,280,125,279,326,21
1616109300000,684,413,585,392,21
1616110200000,287,473,787,390,21
1616111100000,656,311,511,322,21
1616112000000,428,588,432,120,21
1616112900000,287,267,706,228,21
1616113800000,557,493,432,455,21
1616114700000,656,157,508,239,21
1616115600000,103,525,722,195,21
1616116500000,322,319,183,259,21
1616117400000,588,404,151,331,14
1616118300000,253,498,673,175,14
1616119200000,348,357,501,129,14
1616120100000,225,472,714,464,14
1616121000000,165,575,461,275,14
1616121900000,668,179,698,481,14
1616122800000,195,377,173,365,14
1616123700000,636,316,334,232,14
1616124600000,597,124,745,223,14
1616125500000,180,460,503,308,14
1616126400000,393,506,751,153,14
1616127300000,505,462,243,373,14
1616128200000,616,467,407,181,14
1616129100000,271,397,294,292,14
1616130000000,590,184,383,428,14
1616130900000,344,558,281,101,14
1616131800000,313,598,663,435,14
1616132700000,645,557,641,292,14
1616133600000,473,131,800,204,14
1616134500000,498,246,193,405,14
1616135400000,168,396,311,182,14
1616136300000,235,286,128,426,14
1616137200000,370,237,207,308,14
1616138100000,156,315,758,375,14
1616139000000,293,168,554,408,14
1616139900000,297,301,739,365,14
1616140800000,408,326,309,224,14
1616141700000,405,285,201,330,14
1616142600000,175,199,294,366,14
1616143500000,282,336,298,315,14
1616144400000,324,556,475,279,14
1616145300000,193,186,278,302,14
1616146200000,446,551,473,303,15
1616147100000,591,111,359,276,15
1616148000000,250,185,431,144,15
1616148900000,557,276,634,111,15
1616149800000,340,366,298,199,15
1616150700000,521,362,448,170,15
1616151600000,342,472,613,273,15
1616152500000,555,444,728,406,15
1616153400000,174,428,403,339,15
1616154300000,688,182,745,250,15
1616155200000,169,449,524,457,15
1616156100000,256,555,553,488,15
1616157000000,134,208,699,312,15
1616157900000,635,435,230,388,15
1616158800000,575,323,359,107,15
1616159700000,248,491,508,308,15
1616160600000,463,185,259,233,15
1616161500000,324,477,467,433,15
1616162400000,475,260,646,477,15
1616163300000,383,120,760,448,15
1616164200000,368,149,295,394,15
1616165100000,414,443,644,251,15
1616166000000,337,282,238,189,15
1616166900000,458,462,469,263,15
1616167800000,124,269,764,341,15
1616168700000,417,353,352,445,15
1616169600000,600,557,731,311,15
1616170500000,130,290,706,416,15
1616171400000,101,151,769,380,15
1616172300000,442,275,638,337,15
1616173200000,160,302,126,340,15
1616174100000,166,428,216,379,15
1616175000000,585,163,293,101,21
1616175900000,223,308,172,242,21
1616176800000,624,578,626,124,21
1616177700000,516,478,490,320,21
1616178600000,314,249,124,144,21
1616179500000,529,129,202,213,21
1616180400000,398,194,774,308,21
1616181300000,332,244,182,354,21
1616182200000,629,499,311,173,21
1616183100000,654,351,422,260,21
1616184000000,561,507,314,302,21
1616184900000,216,596,222,181,21
1616185800000,520,224,307,493,21
1616186700000,698,449,124,248,21
1616187600000,576,328,618,384,21
1616188500000,404,513,387,499,21
1616189400000,291,282,461,279,21
1616190300000,528,499,768,475,21
1616191200000,376,227,309,119,21
1616192100000,574,583,263,385,21
1616193000000,332,398,282,249,21
1616193900000,520,480,527,313,21
1616194800000,699,452,466,117,21
1616195700000,402,173,764,468,21
1616196600000,695,250,148,345,21
1616197500000,189,395,765,351,21
1616198400000,176,218,123,105,21
1616199300000,540,557,242,461,21
1616200200000,583,548,504,252,21
1616201100000,399,454,275,183,21
1616202000000,302,147,648,335,21
1616202900000,133,216,262,487,21
1616203800000,445,358,287,142,14
1616204700000,461,565,760,500,14
1616205600000,532,559,413,112,14
1616206500000,172,593,352,364,14
1616207400000,385,451,553,242,14
1616208300000,607,400,765,442,14
1616209200000,661,403,449,455,14
1616210100000,370,527,329,283,14
1616211000000,570,375,326,229,14
1616211900000,558,274,160,431,14
1616212800000,554,568,397,276,14
1616213700000,684,127,707,250,14
1616214600000,354,556,449,254,14
1616215500000,466,579,779,285,14
1616216400000,534,311,522,299,14
1616217300000,565,347,161,112,14
1616218200000,610,124,354,189,14
1616219100000,345,540,786,403,14
1616220000000,328,569,352,488,14
1616220900000,440,483,191,357,14
1616221800000,567,271,739,105,14
1616222700000,687,538,624,226,14
1616223600000,477,395,562,416,14
1616224500000,331,370,535,288,14
1616225400000,260,333,567,173,14
1616226300000,352,239,584,181,14
1616227200000,494,274,783,356,14
1616228100000,105,523,375,180,14
1616229000000,486,391,660,192,14
1616229900000,454,298,143,497,14
1616230800000,692,561,666,494,14
1616231700000,461,451,107,408,14
1616232600000,564,117,226,144,15
1616233500000,124,365,137,291,15
1616234400000,165,298,363,476,15
1616235300000,142,430,500,153,15
1616236200000,218,129,678,377,15
1616237100000,658,166,398,351,15
1616238000000,229,165,768,274,15
1616238900000,497,449,300,286,15
1616239800000,450,586,281,412,15
1616240700000,344,393,226,168,15
1616241600000,418,294,362,190,15
1616242500000,257,107,351,226,15
1616243400000,137,294,301,179,15
1616244300000,682,161,629,270,15
1616245200000,545,222,239,170,15
1616246100000,659,194,548,178,15
1616247000000,627,569,572,279,15
1616247900000,279,278,284,414,15
1616248800000,114,217,128,262,15
1616249700000,197,210,497,144,15
1616250600000,646,582,267,270,15
1616251500000,135,581,288,266,15
1616252400000,202,226,479,385,15
1616253300000,310,577,729,313,15
1616254200000,420,480,699,381,15
1616255100000,203,581,515,350,15
1616256000000,284,210,469,437,15
1616256900000,101,290,604,225,15
1616257800000,294,492,707,457,15
1616258700000,142,181,557,282,15
1616259600000,528,598,664,121,15
1616260500000,187,260,272,116,15
1616261400000,169,294,382,322,21
1616262300000,348,205,693,470,21
1616263200000,247,117,190,307,21
1616264100000,393,585,731,237,21
1616265000000,645,373,182,180,21
1616265900000,572,488,423,299,21
1616266800000,611,262,682,104,21
1616267700000,566,526,231,346,21
1616268600000,165,149,681,427,21
1616269500000,618,280,535,192,21
1616270400000,503,121,517,281,21
1616271300000,633,410,690,381,21
1616272200000,487,591,502,303,21
1616273100000,426,228,644,141,21
1616274000000,260,350,741,393,21
1616274900000,187,233,640,113,21
1616275800000,341,587,497,369,21
1616276700000,445,150,249,119,21
1616277600000,348,505,584,249,21
1616278500000,311,194,294,365,21
1616279400000,410,320,505,201,21
1616280300000,174,393,181,172,21
1616281200000,108,518,450,298,21
1616282100000,128,418,143,418,21
1616283000000,115,396,249,322,21
1616283900000,606,497,555,382,21
1616284800000,462,537,112,347,21
1616285700000,398,128,471,185,21
1616286600000,310,465,526,153,21
1616287500000,638,419,513,106,21
1616288400000,665,400,176,399,21
1616289300000,628,498,700,171,21
1616290200000,182,105,123,195,14
1616291100000,376,587,783,301,14
1616292000000,232,487,149,225,14
1616292900000,239,445,352,202,14
1616293800000,664,202,736,235,14
1616294700000,224,497,315,308,14
1616295600000,316,186,476,257,14
1616296500000,453,118,556,331,14
1616297400000,253,584,603,177,14
1616298300000,244,145,645,135,14
1616299200000,638,260,487,411,14
1616300100000,609,320,143,122,14
1616301000000,340,149,351,107,14
1616301900000,114,508,124,397,14
1616302800000,687,315,302,233,14
1616303700000,627,119,710,120,14
1616304600000,547,268,361,174,14
1616305500000,566,348,786,140,14
1616306400000,672,163,759,178,14
1616307300000,296,404,662,475,14
1616308200000,568,157,525,107,14
1616309100000,597,581,171,348,14
1616310000000,134,305,286,206,14
1616310900000,499,121,328,165,14
1616311800000,431,529,645,152,14
1616312700000,380,449,700,115,14
1616313600000,522,288,309,312,14
1616314500000,667,467,254,188,14
1616315400000,654,229,409,442,14
1616316300000,549,276,492,102,14
1616317200000,612,198,596,383,14
1616318100000,570,244,761,121,14
1616319000000,217,139,720,181,15
1616319900000,565,520,335,264,15
1616320800000,103,523,336,374,15
1616321700000,146,185,290,273,15
1616322600000,445,566,391,477,15
1616323500000,677,398,512,462,15
1616324400000,264,140,366,220,15
1616325300000,657,445,614,399,15
1616326200000,695,392,499,171,15
1616327100000,552,327,461,141,15
1616328000000,132,193,614,468,15
1616328900000,278,541,325,398,15
1616329800000,549,230,609,126,15
1616330700000,300,424,206,500,15
1616331600000,586,580,105,237,15
1616332500000,627,485,101,391,15
1616333400000,427,322,543,114,15
1616334300000,580,325,417,112,15
1616335200000,358,324,582,308,15
1616336100000,518,347,444,367,15
1616337000000,296,446,339,147,15
1616337900000,282,568,736,259,15
1616338800000,525,585,780,334,15
1616339700000,660,518,682,409,15
1616340600000,394,569,136,430,15
1616341500000,509,283,237,102,15
1616342400000,339,523,621,383,15
1616343300000,377,403,274,100,15
1616344200000,662,510,359,131,15
1616345100000,121,461,357,362,15
1616346000000,333,306,267,205,15
1616346900000,474,309,655,102,15
1616347800000,379,350,434,400,21
1616348700000,582,523,146,452,21
1616349600000,373,495,691,424,21
1616350500000,526,273,282,112,21
1616351400000,122,341,588,187,21
1616352300000,579,463,304,106,21
1616353200000,174,541,494,257,21
1616354100000,503,574,741,194,21
1616355000000,312,576,794,313,21
1616355900000,530,299,231,470,21
1616356800000,177,179,556,366,21
1616357700000,437,187,436,491,21
1616358600000,284,147,695,344,21
1616359500000,472,596,355,474,21
1616360400000,676,437,735,223,21
1616361300000,211,438,741,306,21
1616362200000,562,575,171,107,21
1616363100000,635,292,289,286,21
1616364000000,112,516,176,219,21
1616364900000,387,572,447,372,21
1616365800000,240,216,190,432,21
1616366700000,200,101,158,434,21
1616367600000,629,316,199,283,21
1616368500000,169,538,558,486,21
1616369400000,576,449,798,107,21
1616370300000,539,226,553,408,21
1616371200000,168,322,277,436,21
1616372100000,599,197,186,324,21
1616373000000,689,336,791,481,21
1616373900000,639,128,754,142,21
1616374800000,249,125,792,272,21
1616375700000,679,227,704,438,21
1616376600000,670,559,132,267,14
1616377500000,607,123,485,169,14
1616378400000,286,317,294,368,14
1616379300000,541,462,278,421,14
1616380200000,400,340,554,404,14
1616381100000,366,538,645,251,14
1616382000000,376,512,233,205,14
1616382900000,540,423,179,453,14
1616383800000,375,126,486,311,14
1616384700000,429,171,551,289,14
1616385600000,241,249,691,442,14
1616386500000,178,291,764,424,14
1616387400000,637,271,792,195,14
1616388300000,254,339,470,108,14
1616389200000,628,520,781,487,14
1616390100000,178,567,126,433,14
1616391000000,522,467,621,374,14
1616391900000,491,216,668,321,14
1616392800000,268,165,558,421,14
1616393700000,166,165,642,461,14
1616394600000,110,181,562,219,14
1616395500000,402,250,132,462,14
1616396400000,101,417,598,228,14
1616397300000,115,215,658,223,14
1616398200000,687,345,127,144,14
1616399100000,376,391,226,207,14
1616400000000,646,293,277,170,14
1616400900000,398,276,388,200,14
1616401800000,307,544,428,399,14
1616402700000,218,380,309,262,14
1616403600000,636,144,722,468,14
1616404500000,191,261,659,439,14
1616405400000,380,456,478,104,15
1616406300000,128,358,388,334,15
1616407200000,217,557,168,126,15
1616408100000,503,297,445,135,15
1616409000000,149,299,799,309,15
1616409900000,460,537,641,370,15
1616410800000,602,393,287,280,15
1616411700000,137,267,570,193,15
1616412600000,389,529,647,470,15
1616413500000,562,181,260,485,15
1616414400000,476,209,711,260,15
1616415300000,495,296,588,157,15
1616416200000,411,527,441,166,15
1616417100000,612,164,184,154,15
1616418000000,270,297,337,197,15
1616418900000,299,433,435,127,15
1616419800000,670,562,616,231,15
1616420700000,120,325,237,492,15
1616421600000,190,102,132,343,15
1616422500000,367,256,164,239,15
1616423400000,488,233,769,321,15
1616424300000,630,401,156,198,15
1616425200000,104,269,104,122,15
1616426100000,106,186,237,338,15
1616427000000,183,177,145,297,15
1616427900000,289,271,632,191,15
1616428800000,386,567,584,314,15
1616429700000,444,228,616,410,15
1616430600000,109,272,505,449,15
1616431500000,418,261,537,306,15
1616432400000,421,438,469,148,15
1616433300000,298,400,398,406,15
1616434200000,495,598,531,332,21
1616435100000,352,268,465,277,21
1616436000000,470,426,481,346,21
1616436900000,673,113,462,433,21
1616437800000,608,391,320,440,21
1616438700000,669,446,358,398,21
1616439600000,589,231,587,269,21
1616440500000,495,229,355,325,21
1616441400000,509,260,222,499,21
1616442300000,102,205,644,453,21
1616443200000,512,138,326,211,21
1616444100000,678,564,275,390,21
1616445000000,333,395,647,190,21
1616445900000,242,279,262,324,21
1616446800000,186,576,303,200,21
1616447700000,521,578,119,332,21
1616448600000,362,538,429,100,21
1616449500000,306,104,305,487,21
1616450400000,674,551,298,346,21
1616451300000,549,509,113,153,21
1616452200000,419,444,366,296,21
1616453100000,309,263,337,161,21
1616454000000,302,214,628,493,21
1616454900000,675,189,604,431,21
1616455800000,665,104,396,322,21
1616456700000,307,244,340,163,21
1616457600000,185,294,128,219,21
1616458500000,601,308,642,167,21
1616459400000,502,468,570,439,21
1616460300000,228,265,229,216,21
1616461200000,192,165,195,148,21
1616462100000,355,361,624,426,21
1616463000000,694,411,550,267,14
1616463900000,589,408,794,141,14
1616464800000,679,290,539,397,14
1616465700000,660,534,223,328,14
1616466600000,583,214,103,280,14
1616467500000,186,324,121,334,14
1616468400000,681,289,296,339,14
1616469300000,431,286,379,446,14
1616470200000,328,290,229,304,14
1616471100000,687,249,533,101,14
1616472000000,660,389,664,308,14
1616472900000,115,367,583,156,14
1616473800000,645,411,374,455,14
1616474700000,381,587,502,497,14
1616475600000,514,495,284,218,14
1616476500000,363,520,208,379,14
1616477400000,348,190,483,302,14
1616478300000,242,298,596,204,14
1616479200000,341,137,548,111,14
1616480100000,521,129,752,286,14
1616481000000,421,567,541,456,14
1616481900000,353,367,693,329,14
1616482800000,666,558,159,441,14
1616483700000,279,563,212,194,14
1616484600000,472,533,747,379,14
1616485500000,221,574,718,239,14
1616486400000,621,155,310,262,14
1616487300000,535,436,281,431,14
1616488200000,513,382,579,230,14
1616489100000,278,330,362,303,14
1616490000000,390,575,521,376,14
1616490900000,196,587,767,373,14
1616491800000,545,187,594,133,15
1616492700000,666,335,222,485,15
1616493600000,410,158,190,375,15
1616494500000,622,472,535,271,15
1616495400000,648,298,315,268,15
1616496300000,597,296,512,238,15
1616497200000,626,538,605,228,15
1616498100000,590,267,390,441,15
1616499000000,685,582,260,395,15
1616499900000,409,454,502,255,15
1616500800000,111,591,770,192,15
1616501700000,100,395,556,433,15
1616502600000,505,165,746,195,15
1616503500000,599,184,433,309,15
1616504400000,347,533,687,446,15
1616505300000,119,251,107,388,15
1616506200000,371,435,645,257,15
1616507100000,535,408,656,158,15
1616508000000,450,384,564,251,15
1616508900000,341,365,105,357,15
1616509800000,677,533,619,262,15
1616510700000,161,564,443,144,15
1616511600000,271,563,466,444,15
1616512500000,100,249,275,206,15
1616513400000,688,107,688,224,15
1616514300000,184,402,323,448,15
1616515200000,248,351,794,247,15
1616516100000,308,195,785,290,15
1616517000000,184,569,199,135,15
1616517900000,433,339,597,436,15
1616518800000,111,500,418,216,15
1616519700000,125,248,382,313,15
1616520600000,112,587,518,250,21
1616521500000,319,121,570,276,21
1616522400000,358,194,528,302,21
1616523300000,667,130,318,154,21
1616524200000,146,104,313,189,21
1616525100000,466,563,269,235,21
1616526000000,177,161,535,453,21
1616526900000,440,351,433,481,21
1616527800000,658,592,580,278,21
1616528700000,431,594,772,248,21
1616529600000,539,142,403,329,21
1616530500000,220,251,327,128,21
1616531400000,393,304,149,500,21
1616532300000,606,367,720,365,21
1616533200000,134,505,625,356,21
1616534100000,258,246,399,465,21
1616535000000,364,302,234,485,21
1616535900000,201,193,553,276,21
1616536800000,685,215,220,297,21
1616537700000,315,500,267,126,21
1616538600000,436,456,159,326,21
1616539500000,622,523,120,114,21
1616540400000,300,457,797,356,21
1616541300000,443,294,550,333,21
1616542200000,340,218,735,417,21
1616543100000,110,258,513,331,21
1616544000000,404,108,211,201,21
1616544900000,386,333,645,178,21
1616545800000,579,389,211,115,21
1616546700000,394,122,673,450,21
1616547600000,106,361,715,126,21
1616548500000,325,243,554,495,21
1616549400000,553,138,677,238,14
1616550300000,397,341,326,498,14
1616551200000,549,206,385,125,14
1616552100000,251,503,110,103,14
1616553000000,187,523,736,381,14
1616553900000,149,393,490,113,14
1616554800000,296,554,437,303,14
1616555700000,674,572,157,227,14
1616556600000,571,266,727,464,14
1616557500000,171,575,509,328,14
1616558400000,694,221,745,408,14
1616559300000,162,455,423,494,14
1616560200000,305,529,531,302,14
1616561100000,245,125,356,229,14
1616562000000,480,562,716,295,14
1616562900000,221,453,743,305,14
1616563800000,455,442,115,207,14
1616564700000,271,173,171,294,14
1616565600000,361,453,286,310,14
