Time,"""0000""","""000A""","""0028""","""002A""",shiftId
1615801500000,534,171,242,356,5
1615802400000,138,199,411,336,5
1615803300000,486,462,538,408,5
1615804200000,614,139,486,268,5
1615805100000,416,255,275,334,5
1615806000000,352,574,187,264,5
1615806900000,563,189,154,183,5
1615807800000,316,475,492,322,5
1615808700000,216,154,150,131,5
1615809600000,578,160,211,138,5
1615810500000,336,152,342,469,5
1615811400000,154,177,652,308,5
1615812300000,229,296,539,135,3
1615813200000,460,237,210,267,3
1615814100000,407,196,101,105,3
1615815000000,276,253,336,324,3
1615815900000,465,576,224,426,3
1615816800000,246,150,362,435,3
1615817700000,195,583,610,231,3
1615818600000,289,229,188,500,3
1615819500000,287,439,175,120,3
1615820400000,468,503,569,211,3
1615821300000,320,105,350,428,3
1615822200000,370,550,735,235,3
1615823100000,305,362,671,171,3
1615824000000,660,550,243,166,3
1615824900000,180,245,271,411,3
1615825800000,362,291,266,432,3
1615826700000,221,477,232,201,3
1615827600000,413,564,323,176,3
1615828500000,655,587,434,266,3
1615829400000,164,482,740,122,3
1615830300000,155,101,219,388,3
1615831200000,665,407,191,222,3
1615832100000,210,270,385,229,3
1615833000000,500,247,346,497,3
1615833900000,317,424,725,192,3
1615834800000,126,570,335,290,3
1615835700000,323,215,117,217,3
1615836600000,174,548,401,118,3
1615837500000,549,575,729,138,3
1615838400000,350,422,606,360,3
1615839300000,114,368,560,496,3
1615840200000,322,258,305,342,3
1615841100000,622,363,770,423,4
1615842000000,525,426,717,295,4
1615842900000,289,226,453,499,4
1615843800000,339,329,527,320,4
1615844700000,405,408,758,191,4
1615845600000,318,563,541,226,4
1615846500000,498,392,453,390,4
1615847400000,197,286,648,210,4
1615848300000,185,416,307,439,4
1615849200000,249,221,555,423,4
1615850100000,600,391,120,374,4
1615851000000,453,324,534,379,4
1615851900000,255,366,523,375,4
1615852800000,500,299,668,477,4
1615853700000,147,530,742,345,4
1615854600000,238,231,780,390,4
1615855500000,662,340,590,216,4
1615856400000,262,271,610,362,4
1615857300000,573,517,331,492,4
1615858200000,141,404,660,402,4
1615859100000,213,254,726,238,4
1615860000000,322,465,105,402,4
1615860900000,195,117,767,233,4
1615861800000,669,202,268,355,4
1615862700000,456,247,643,265,4
1615863600000,184,299,594,329,4
1615864500000,332,579,110,116,4
1615865400000,196,390,160,347,4
1615866300000,502,455,155,208,4
1615867200000,224,244,443,439,4
1615868100000,628,582,557,445,4
1615869000000,516,411,276,418,4
1615869900000,426,454,209,243,5
1615870800000,189,231,113,240,5
1615871700000,693,469,163,463,5
1615872600000,452,261,577,315,5
1615873500000,323,586,462,447,5
1615874400000,326,286,115,401,5
1615875300000,549,500,222,277,5
1615876200000,677,188,258,269,5
1615877100000,125,450,766,459,5
1615878000000,648,120,502,184,5
1615878900000,197,375,602,128,5
1615879800000,211,488,777,149,5
1615880700000,483,282,617,210,5
1615881600000,443,438,174,191,5
1615882500000,388,294,229,411,5
1615883400000,511,129,449,428,5
1615884300000,205,495,407,280,5
1615885200000,113,199,513,187,5
1615886100000,103,283,255,227,5
1615887000000,634,480,575,329,5
1615887900000,164,108,634,108,5
1615888800000,255,108,420,229,5
1615889700000,662,548,445,300,5
1615890600000,605,357,319,182,5
1615891500000,160,340,115,247,5
1615892400000,671,552,597,488,5
1615893300000,517,104,357,421,5
1615894200000,658,173,327,165,5
1615895100000,450,589,573,462,5
1615896000000,223,257,618,366,5
1615896900000,286,437,757,449,5
1615897800000,270,420,700,441,5
1615898700000,431,574,402,275,3
1615899600000,224,413,352,309,3
1615900500000,277,427,703,254,3
1615901400000,282,235,696,498,3
1615902300000,197,368,422,158,3
1615903200000,256,501,478,110,3
1615904100000,435,308,473,401,3
1615905000000,601,311,497,274,3
1615905900000,446,592,217,365,3
1615906800000,540,592,345,323,3
1615907700000,595,397,178,187,3
1615908600000,396,392,497,490,3
1615909500000,458,495,144,414,3
1615910400000,328,353,526,146,3
1615911300000,152,355,692,419,3
1615912200000,477,105,563,362,3
1615913100000,426,197,244,212,3
1615914000000,441,524,617,429,3
1615914900000,438,215,278,332,3
1615915800000,360,385,312,124,3
1615916700000,657,329,611,229,3
1615917600000,643,591,334,353,3
1615918500000,512,443,545,466,3
1615919400000,520,231,761,138,3
1615920300000,328,317,766,113,3
1615921200000,545,443,751,418,3
1615922100000,465,269,382,477,3
1615923000000,531,556,691,399,3
1615923900000,309,577,497,350,3
1615924800000,154,230,434,326,3
1615925700000,530,546,626,496,3
1615926600000,595,366,690,238,3
1615927500000,145,351,398,375,4
1615928400000,357,183,124,348,4
1615929300000,513,384,217,231,4
1615930200000,147,543,509,422,4
1615931100000,298,450,366,121,4
1615932000000,634,150,207,402,4
1615932900000,424,309,279,427,4
1615933800000,468,448,591,243,4
1615934700000,355,143,612,423,4
1615935600000,316,600,435,211,4
1615936500000,231,199,390,449,4
1615937400000,155,122,419,208,4
1615938300000,696,448,620,451,4
1615939200000,682,322,142,373,4
1615940100000,222,242,677,233,4
1615941000000,609,325,332,125,4
1615941900000,118,575,621,409,4
1615942800000,381,118,701,107,4
1615943700000,472,172,299,367,4
1615944600000,186,155,166,377,4
1615945500000,536,267,324,462,4
1615946400000,102,173,776,313,4
1615947300000,330,533,362,123,4
1615948200000,147,520,661,197,4
1615949100000,425,291,146,118,4
1615950000000,576,415,127,112,4
1615950900000,618,206,413,438,4
1615951800000,491,174,282,341,4
1615952700000,141,333,414,254,4
1615953600000,213,573,401,294,4
1615954500000,433,486,771,427,4
1615955400000,374,122,431,351,4
1615956300000,195,541,257,381,5
1615957200000,481,207,469,250,5
1615958100000,273,401,534,461,5
1615959000000,417,585,451,211,5
1615959900000,592,464,772,163,5
1615960800000,117,447,660,210,5
1615961700000,364,590,729,372,5
1615962600000,600,313,319,209,5
1615963500000,327,153,185,177,5
1615964400000,677,187,142,164,5
1615965300000,503,430,331,216,5
1615966200000,638,497,155,384,5
1615967100000,351,149,277,117,5
1615968000000,319,511,398,495,5
1615968900000,512,206,225,175,5
1615969800000,154,498,395,170,5
1615970700000,692,131,615,247,5
1615971600000,131,562,435,486,5
1615972500000,408,546,747,201,5
1615973400000,130,182,192,444,5
1615974300000,437,460,536,296,5
1615975200000,488,135,207,144,5
1615976100000,579,385,153,420,5
1615977000000,548,583,683,152,5
1615977900000,285,373,149,398,5
1615978800000,347,234,671,307,5
1615979700000,472,205,683,459,5
1615980600000,511,153,170,153,5
1615981500000,149,582,685,284,5
1615982400000,382,332,135,441,5
1615983300000,297,301,137,342,5
1615984200000,569,362,488,439,5
1615985100000,528,518,352,111,3
1615986000000,651,101,568,350,3
1615986900000,641,321,158,313,3
1615987800000,307,369,372,155,3
1615988700000,137,478,764,339,3
1615989600000,307,360,376,365,3
1615990500000,286,327,727,212,3
1615991400000,543,543,710,225,3
1615992300000,305,420,457,455,3
1615993200000,235,474,658,238,3
1615994100000,358,142,145,200,3
1615995000000,191,567,303,360,3
1615995900000,226,165,376,341,3
1615996800000,540,473,725,125,3
1615997700000,664,213,165,220,3
1615998600000,134,381,714,265,3
1615999500000,176,241,664,488,3
1616000400000,353,133,787,268,3
1616001300000,555,254,476,409,3
1616002200000,561,214,207,449,3
1616003100000,392,130,308,453,3
1616004000000,293,271,221,373,3
1616004900000,405,411,444,255,3
1616005800000,505,454,292,415,3
1616006700000,113,172,700,167,3
1616007600000,654,499,191,479,3
1616008500000,383,206,726,303,3
1616009400000,465,597,659,465,3
1616010300000,682,359,139,282,3
1616011200000,431,194,460,327,3
1616012100000,458,507,214,193,3
1616013000000,613,550,397,481,3
1616013900000,405,283,662,163,4
1616014800000,483,432,546,221,4
1616015700000,700,266,573,463,4
1616016600000,285,513,234,312,4
1616017500000,686,494,213,134,4
1616018400000,337,129,677,390,4
1616019300000,401,292,492,276,4
1616020200000,269,192,539,360,4
1616021100000,303,491,632,159,4
1616022000000,320,156,788,232,4
1616022900000,505,293,335,114,4
1616023800000,366,115,352,148,4
1616024700000,366,124,295,375,4
1616025600000,334,153,711,474,4
1616026500000,652,448,721,399,4
1616027400000,347,275,575,296,4
1616028300000,420,153,465,466,4
1616029200000,368,314,517,403,4
1616030100000,127,247,274,266,4
1616031000000,394,361,493,483,4
1616031900000,424,188,497,485,4
1616032800000,646,386,642,417,4
1616033700000,634,366,626,288,4
1616034600000,128,336,557,413,4
1616035500000,480,298,455,122,4
1616036400000,503,129,771,450,4
1616037300000,360,309,782,135,4
1616038200000,125,592,593,370,4
1616039100000,428,509,282,218,4
1616040000000,517,486,603,106,4
1616040900000,680,582,132,189,4
1616041800000,214,448,772,370,4
1616042700000,211,460,778,316,5
1616043600000,357,218,774,285,5
1616044500000,545,137,640,492,5
1616045400000,268,239,111,107,5
1616046300000,684,454,439,467,5
1616047200000,482,256,765,499,5
1616048100000,499,346,161,449,5
1616049000000,176,237,538,302,5
1616049900000,401,159,400,278,5
1616050800000,167,508,461,490,5
1616051700000,407,245,351,278,5
1616052600000,510,160,775,431,5
1616053500000,658,216,338,207,5
1616054400000,577,384,102,340,5
1616055300000,184,311,100,397,5
1616056200000,564,527,693,267,5
1616057100000,491,492,377,500,5
1616058000000,564,285,379,480,5
1616058900000,247,504,753,156,5
1616059800000,697,587,392,206,5
1616060700000,552,229,258,371,5
1616061600000,512,302,226,186,5
1616062500000,173,344,354,128,5
1616063400000,253,103,643,192,5
1616064300000,525,356,312,439,5
1616065200000,114,374,358,383,5
1616066100000,670,264,393,129,5
1616067000000,366,209,152,234,5
1616067900000,626,191,389,194,5
1616068800000,585,172,300,126,5
1616069700000,159,474,159,393,5
1616070600000,560,112,501,321,5
1616071500000,246,295,599,326,3
1616072400000,213,433,465,202,3
1616073300000,673,116,799,485,3
1616074200000,223,381,192,335,3
1616075100000,671,231,706,480,3
1616076000000,350,506,525,400,3
1616076900000,555,445,487,168,3
1616077800000,486,574,585,154,3
1616078700000,148,470,635,274,3
1616079600000,529,377,725,293,3
1616080500000,683,266,702,416,3
1616081400000,169,451,234,152,3
1616082300000,232,192,328,153,3
1616083200000,432,389,199,117,3
1616084100000,497,421,110,354,3
1616085000000,530,528,405,299,3
1616085900000,273,252,717,289,3
1616086800000,586,433,322,332,3
1616087700000,339,533,253,368,3
1616088600000,486,216,411,447,3
1616089500000,184,534,543,124,3
1616090400000,297,353,160,487,3
1616091300000,211,286,253,345,3
1616092200000,637,300,616,417,3
1616093100000,357,453,598,371,3
1616094000000,319,309,473,384,3
1616094900000,634,479,505,463,3
1616095800000,160,504,157,488,3
1616096700000,250,373,307,442,3
1616097600000,367,359,495,126,3
1616098500000,525,597,308,322,3
1616099400000,105,396,246,464,3
1616100300000,130,159,334,332,4
1616101200000,157,496,478,477,4
1616102100000,190,166,267,232,4
1616103000000,166,379,776,355,4
1616103900000,279,140,328,352,4
1616104800000,690,408,522,492,4
1616105700000,121,136,739,431,4
1616106600000,643,520,409,440,4
1616107500000,364,214,596,496,4
1616108400000,667,189,245,272,4
1616109300000,107,528,146,458,4
1616110200000,293,470,481,130,4
1616111100000,466,362,314,460,4
1616112000000,349,278,361,192,4
1616112900000,157,113,544,468,4
1616113800000,568,216,477,233,4
1616114700000,472,305,361,110,4
1616115600000,546,342,188,435,4
1616116500000,538,373,448,295,4
1616117400000,328,430,120,397,4
1616118300000,528,570,601,185,4
1616119200000,641,390,565,213,4
1616120100000,619,472,510,460,4
1616121000000,564,140,743,367,4
1616121900000,455,191,377,256,4
1616122800000,163,336,603,100,4
1616123700000,430,516,668,115,4
1616124600000,180,512,665,429,4
1616125500000,225,335,459,120,4
1616126400000,583,287,535,439,4
1616127300000,434,332,329,151,4
1616128200000,587,446,348,446,4
1616129100000,602,548,503,453,5
1616130000000,454,283,515,456,5
1616130900000,408,526,544,432,5
1616131800000,164,279,176,495,5
1616132700000,636,427,766,489,5
1616133600000,386,255,604,269,5
1616134500000,134,558,798,185,5
1616135400000,520,312,289,498,5
1616136300000,133,433,726,166,5
1616137200000,157,449,206,395,5
1616138100000,412,105,597,137,5
1616139000000,230,433,755,246,5
1616139900000,177,599,562,103,5
1616140800000,267,553,100,142,5
1616141700000,465,441,584,187,5
1616142600000,372,576,296,424,5
1616143500000,208,393,245,423,5
1616144400000,414,300,414,305,5
1616145300000,481,593,734,436,5
1616146200000,540,267,251,420,5
1616147100000,381,490,778,226,5
1616148000000,623,275,489,356,5
1616148900000,545,524,179,148,5
1616149800000,642,509,792,342,5
1616150700000,464,174,247,308,5
1616151600000,502,183,303,326,5
1616152500000,492,591,432,476,5
1616153400000,398,252,267,225,5
1616154300000,416,166,435,123,5
1616155200000,538,342,275,388,5
1616156100000,377,531,416,307,5
1616157000000,412,207,121,233,5
1616157900000,517,576,535,385,3
1616158800000,331,120,520,327,3
1616159700000,642,217,503,283,3
1616160600000,333,239,319,452,3
1616161500000,160,276,726,326,3
1616162400000,661,108,599,316,3
1616163300000,510,442,466,336,3
1616164200000,411,107,356,487,3
1616165100000,413,416,552,193,3
1616166000000,690,234,111,375,3
1616166900000,283,482,121,194,3
1616167800000,125,287,579,251,3
1616168700000,427,336,164,390,3
1616169600000,211,102,491,338,3
1616170500000,651,175,208,220,3
1616171400000,215,133,677,146,3
1616172300000,625,133,567,264,3
1616173200000,627,297,630,104,3
1616174100000,515,291,337,393,3
1616175000000,586,125,599,444,3
1616175900000,334,133,417,347,3
1616176800000,158,387,716,395,3
1616177700000,221,407,683,445,3
1616178600000,405,462,730,457,3
1616179500000,398,503,241,225,3
1616180400000,404,407,603,193,3
1616181300000,312,576,755,135,3
1616182200000,687,228,300,110,3
1616183100000,230,269,400,271,3
1616184000000,527,544,780,290,3
1616184900000,273,509,503,275,3
1616185800000,664,416,654,107,3
1616186700000,451,487,167,208,4
1616187600000,381,285,686,324,4
1616188500000,615,541,599,292,4
1616189400000,239,522,443,488,4
1616190300000,568,308,362,332,4
1616191200000,272,288,317,310,4
1616192100000,145,113,158,142,4
1616193000000,438,485,590,180,4
1616193900000,426,200,789,362,4
1616194800000,661,201,586,467,4
1616195700000,165,543,641,375,4
1616196600000,328,216,469,161,4
1616197500000,323,568,535,155,4
1616198400000,293,207,659,343,4
1616199300000,275,304,183,126,4
1616200200000,343,464,360,393,4
1616201100000,680,517,781,454,4
1616202000000,279,523,360,237,4
1616202900000,489,596,415,475,4
1616203800000,284,261,720,368,4
1616204700000,374,527,660,279,4
1616205600000,600,116,258,305,4
1616206500000,362,431,205,134,4
1616207400000,110,224,725,246,4
1616208300000,640,276,527,381,4
1616209200000,150,388,494,377,4
1616210100000,234,497,496,492,4
1616211000000,218,425,631,387,4
1616211900000,422,356,392,114,4
1616212800000,631,553,114,256,4
1616213700000,677,550,263,192,4
1616214600000,299,107,611,272,4
1616215500000,299,143,149,382,5
1616216400000,155,506,745,321,5
1616217300000,457,577,763,269,5
1616218200000,700,499,599,234,5
1616219100000,263,578,578,402,5
1616220000000,319,381,252,221,5
1616220900000,518,487,206,421,5
1616221800000,547,443,120,172,5
1616222700000,664,574,532,138,5
1616223600000,585,584,569,267,5
1616224500000,457,579,227,228,5
1616225400000,184,133,526,263,5
1616226300000,613,351,508,167,5
1616227200000,113,534,588,113,5
1616228100000,430,531,666,322,5
1616229000000,375,185,209,272,5
1616229900000,151,406,303,388,5
1616230800000,132,370,425,146,5
1616231700000,361,164,550,497,5
1616232600000,399,286,636,456,5
1616233500000,479,381,242,186,5
1616234400000,538,371,562,153,5
1616235300000,360,243,700,161,5
1616236200000,142,192,444,262,5
1616237100000,142,593,707,232,5
1616238000000,636,334,442,298,5
1616238900000,262,534,618,148,5
1616239800000,464,309,369,221,5
1616240700000,687,450,318,137,5
1616241600000,116,171,356,187,5
1616242500000,368,404,513,454,5
1616243400000,354,111,432,443,5
1616244300000,473,537,138,142,3
1616245200000,570,465,675,234,3
1616246100000,103,185,405,132,3
1616247000000,177,150,252,290,3
1616247900000,349,577,220,262,3
1616248800000,635,238,177,314,3
1616249700000,287,572,158,340,3
1616250600000,508,399,729,272,3
1616251500000,488,569,765,268,3
1616252400000,686,190,122,317,3
1616253300000,313,287,108,308,3
1616254200000,442,185,439,309,3
1616255100000,690,302,541,322,3
1616256000000,558,139,420,399,3
1616256900000,139,278,505,479,3
1616257800000,506,463,415,211,3
1616258700000,237,541,609,448,3
1616259600000,206,433,134,322,3
1616260500000,194,184,154,175,3
1616261400000,247,172,128,140,3
1616262300000,622,595,402,258,3
1616263200000,602,571,604,498,3
1616264100000,691,337,183,423,3
1616265000000,408,434,457,472,3
1616265900000,625,548,517,316,3
1616266800000,365,283,280,116,3
1616267700000,654,524,686,111,3
1616268600000,397,335,660,453,3
1616269500000,264,387,661,149,3
1616270400000,442,337,586,179,3
1616271300000,562,290,409,106,3
1616272200000,333,553,234,255,3
1616273100000,103,275,101,309,4
1616274000000,302,292,699,424,4
1616274900000,494,507,515,302,4
1616275800000,189,564,380,221,4
1616276700000,418,234,286,269,4
1616277600000,390,474,546,343,4
1616278500000,695,469,178,225,4
1616279400000,515,194,546,307,4
1616280300000,529,469,153,378,4
1616281200000,301,407,428,499,4
1616282100000,647,267,464,176,4
1616283000000,246,252,186,321,4
1616283900000,391,598,614,446,4
1616284800000,202,471,451,338,4
1616285700000,558,185,741,323,4
1616286600000,307,508,493,356,4
1616287500000,553,530,332,391,4
1616288400000,385,509,798,295,4
1616289300000,157,374,570,336,4
1616290200000,693,248,145,421,4
1616291100000,168,249,669,317,4
1616292000000,454,147,391,391,4
1616292900000,508,547,441,171,4
1616293800000,340,183,131,263,4
1616294700000,576,238,530,247,4
1616295600000,257,595,610,337,4
1616296500000,123,457,270,194,4
1616297400000,688,434,487,385,4
1616298300000,337,312,372,494,4
1616299200000,449,129,390,119,4
1616300100000,103,395,248,456,4
1616301000000,621,350,506,465,4
1616301900000,640,598,316,482,5
1616302800000,592,575,584,492,5
1616303700000,578,462,160,104,5
1616304600000,501,435,672,162,5
1616305500000,359,415,419,211,5
1616306400000,493,467,395,355,5
1616307300000,161,372,345,357,5
1616308200000,589,588,353,123,5
1616309100000,282,307,650,173,5
1616310000000,279,196,282,438,5
1616310900000,524,526,429,397,5
1616311800000,144,448,732,185,5
1616312700000,596,477,228,296,5
1616313600000,107,365,436,267,5
1616314500000,170,110,401,435,5
1616315400000,524,574,684,167,5
1616316300000,331,359,167,155,5
1616317200000,414,593,114,237,5
1616318100000,527,480,165,106,5
1616319000000,552,200,695,265,5
1616319900000,278,115,272,215,5
1616320800000,598,553,265,177,5
1616321700000,652,549,723,413,5
1616322600000,696,351,438,439,5
1616323500000,653,256,752,322,5
1616324400000,641,458,703,205,5
1616325300000,643,478,345,213,5
1616326200000,108,524,172,189,5
1616327100000,432,181,379,441,5
1616328000000,568,266,566,488,5
1616328900000,268,370,770,259,5
1616329800000,673,220,715,141,5
1616330700000,451,360,670,237,3
1616331600000,442,347,338,483,3
1616332500000,306,248,688,171,3
1616333400000,327,566,229,413,3
1616334300000,354,417,308,105,3
1616335200000,591,360,144,293,3
1616336100000,288,565,654,169,3
1616337000000,574,258,783,384,3
1616337900000,517,364,490,241,3
1616338800000,583,599,306,302,3
1616339700000,168,471,189,139,3
1616340600000,283,118,529,458,3
1616341500000,227,239,509,360,3
1616342400000,223,545,286,110,3
1616343300000,192,126,711,252,3
1616344200000,674,462,554,425,3
1616345100000,224,387,770,261,3
1616346000000,504,385,579,166,3
1616346900000,483,278,638,121,3
1616347800000,189,574,148,208,3
1616348700000,304,148,239,234,3
1616349600000,574,248,196,294,3
1616350500000,637,363,545,312,3
1616351400000,557,513,444,422,3
1616352300000,681,194,622,318,3
1616353200000,660,389,598,112,3
1616354100000,236,388,485,393,3
1616355000000,329,504,674,105,3
1616355900000,220,263,778,193,3
1616356800000,417,103,314,356,3
1616357700000,564,336,352,131,3
1616358600000,222,174,702,273,3
1616359500000,223,547,657,335,4
1616360400000,215,597,218,484,4
1616361300000,639,347,119,438,4
1616362200000,132,368,369,243,4
1616363100000,276,478,392,196,4
1616364000000,266,562,192,389,4
1616364900000,461,426,316,253,4
1616365800000,140,308,215,167,4
1616366700000,266,168,493,447,4
1616367600000,284,229,134,403,4
1616368500000,360,419,287,381,4
1616369400000,407,341,417,363,4
1616370300000,454,246,702,254,4
1616371200000,586,124,767,188,4
1616372100000,373,526,179,467,4
1616373000000,252,519,394,427,4
1616373900000,505,345,652,205,4
1616374800000,122,287,381,341,4
1616375700000,513,578,713,119,4
1616376600000,319,271,139,354,4
1616377500000,193,491,594,286,4
1616378400000,156,209,489,470,4
1616379300000,465,350,388,387,4
1616380200000,330,417,119,250,4
1616381100000,255,144,418,290,4
1616382000000,669,228,406,388,4
1616382900000,187,140,271,160,4
1616383800000,522,258,790,441,4
1616384700000,115,136,138,485,4
1616385600000,601,137,741,189,4
1616386500000,527,380,616,142,4
1616387400000,476,518,683,167,4
1616388300000,562,262,786,315,5
1616389200000,441,262,721,224,5
1616390100000,543,517,158,147,5
1616391000000,432,362,419,289,5
1616391900000,295,269,455,163,5
1616392800000,240,242,219,369,5
1616393700000,242,426,560,354,5
1616394600000,582,258,385,174,5
1616395500000,435,497,567,338,5
1616396400000,571,280,524,392,5
1616397300000,635,590,216,300,5
1616398200000,464,429,125,191,5
1616399100000,485,419,274,325,5
1616400000000,117,107,701,412,5
1616400900000,190,315,210,223,5
1616401800000,530,135,521,387,5
1616402700000,461,337,388,469,5
1616403600000,404,401,403,461,5
1616404500000,611,213,344,145,5
1616405400000,207,554,667,370,5
1616406300000,486,470,356,313,5
1616407200000,563,429,375,127,5
1616408100000,615,213,300,108,5
1616409000000,548,483,335,182,5
1616409900000,540,193,550,175,5
1616410800000,436,145,304,107,5
1616411700000,236,346,687,147,5
1616412600000,357,151,653,370,5
1616413500000,675,191,403,174,5
1616414400000,311,504,661,247,5
1616415300000,328,558,121,214,5
1616416200000,516,354,549,246,5
1616417100000,189,237,470,496,3
1616418000000,606,236,489,278,3
1616418900000,587,297,587,245,3
1616419800000,590,173,521,154,3
1616420700000,273,400,329,312,3
1616421600000,570,338,590,251,3
1616422500000,579,125,427,172,3
1616423400000,618,549,772,319,3
1616424300000,195,375,400,341,3
1616425200000,541,523,551,465,3
1616426100000,484,107,523,484,3
1616427000000,598,427,371,100,3
1616427900000,575,241,317,451,3
1616428800000,230,386,470,285,3
1616429700000,654,222,199,325,3
1616430600000,349,250,577,239,3
1616431500000,200,344,511,109,3
1616432400000,544,531,722,471,3
1616433300000,275,553,717,147,3
1616434200000,668,539,789,296,3
1616435100000,516,599,344,287,3
1616436000000,242,412,123,381,3
1616436900000,247,499,596,306,3
1616437800000,667,299,761,291,3
1616438700000,664,432,160,191,3
1616439600000,339,134,541,287,3
1616440500000,375,269,619,193,3
1616441400000,605,534,338,334,3
1616442300000,198,127,586,255,3
1616443200000,329,476,796,178,3
1616444100000,167,391,672,128,3
1616445000000,297,579,569,452,3
1616445900000,150,325,137,375,4
1616446800000,362,359,509,460,4
1616447700000,551,505,664,183,4
1616448600000,621,538,227,411,4
1616449500000,365,413,593,381,4
1616450400000,650,548,247,347,4
1616451300000,196,179,278,163,4
1616452200000,593,542,711,134,4
1616453100000,587,580,167,161,4
1616454000000,204,301,409,160,4
1616454900000,555,501,709,121,4
1616455800000,556,110,757,116,4
1616456700000,221,255,744,438,4
1616457600000,622,241,610,104,4
1616458500000,104,189,329,428,4
1616459400000,329,345,229,432,4
1616460300000,651,216,113,367,4
1616461200000,199,182,609,157,4
1616462100000,312,491,741,380,4
1616463000000,463,203,730,136,4
1616463900000,209,578,373,210,4
1616464800000,285,176,329,439,4
1616465700000,205,596,453,362,4
1616466600000,267,125,566,470,4
1616467500000,127,443,632,433,4
1616468400000,171,519,732,287,4
1616469300000,257,328,356,140,4
1616470200000,135,234,554,445,4
1616471100000,131,458,273,251,4
1616472000000,620,468,272,227,4
1616472900000,275,368,309,317,4
1616473800000,654,386,685,243,4
1616474700000,205,501,521,233,5
1616475600000,124,426,612,226,5
1616476500000,618,240,527,320,5
1616477400000,588,297,606,197,5
1616478300000,420,290,473,335,5
1616479200000,414,336,217,460,5
1616480100000,404,336,387,338,5
1616481000000,675,520,784,371,5
1616481900000,319,131,529,387,5
1616482800000,485,539,712,359,5
1616483700000,251,205,629,209,5
1616484600000,281,493,473,133,5
1616485500000,566,568,288,423,5
1616486400000,478,344,414,159,5
1616487300000,213,377,177,244,5
1616488200000,465,448,571,334,5
1616489100000,557,181,347,260,5
1616490000000,691,563,629,348,5
1616490900000,433,454,555,203,5
1616491800000,509,382,474,265,5
1616492700000,690,292,655,115,5
1616493600000,216,256,523,399,5
1616494500000,613,232,719,214,5
1616495400000,256,391,522,426,5
1616496300000,602,314,678,477,5
1616497200000,337,446,563,209,5
1616498100000,387,599,193,237,5
1616499000000,120,570,550,478,5
1616499900000,262,505,323,213,5
1616500800000,338,533,124,428,5
1616501700000,314,447,317,271,5
1616502600000,288,263,514,196,5
1616503500000,632,365,567,330,3
1616504400000,468,183,171,279,3
1616505300000,175,382,492,315,3
1616506200000,606,404,736,422,3
1616507100000,581,447,642,375,3
1616508000000,331,431,107,286,3
1616508900000,289,433,245,261,3
1616509800000,257,184,724,198,3
1616510700000,571,303,528,484,3
1616511600000,217,235,391,484,3
1616512500000,134,559,490,347,3
1616513400000,521,316,402,313,3
1616514300000,194,344,709,476,3
1616515200000,272,253,733,331,3
1616516100000,584,163,110,340,3
1616517000000,123,130,618,231,3
1616517900000,683,337,226,187,3
1616518800000,198,582,540,115,3
1616519700000,456,398,127,481,3
1616520600000,269,267,470,222,3
1616521500000,670,314,399,465,3
1616522400000,399,200,565,456,3
1616523300000,272,484,404,357,3
1616524200000,465,197,200,489,3
1616525100000,521,127,546,181,3
1616526000000,652,391,487,498,3
1616526900000,329,307,426,336,3
1616527800000,429,335,211,279,3
1616528700000,522,402,766,323,3
1616529600000,226,361,493,208,3
1616530500000,578,551,321,134,3
1616531400000,585,493,749,406,3
1616532300000,429,141,229,102,4
1616533200000,331,327,206,158,4
1616534100000,222,587,354,336,4
1616535000000,239,416,509,157,4
1616535900000,685,235,421,125,4
1616536800000,208,325,207,213,4
1616537700000,323,403,660,254,4
1616538600000,359,159,115,401,4
1616539500000,187,114,394,399,4
1616540400000,350,466,199,101,4
1616541300000,118,306,154,341,4
1616542200000,419,556,309,282,4
1616543100000,533,310,483,191,4
1616544000000,564,419,470,495,4
1616544900000,549,143,585,138,4
1616545800000,448,514,114,124,4
1616546700000,209,157,120,330,4
1616547600000,370,349,697,374,4
1616548500000,304,309,656,382,4
1616549400000,156,409,229,316,4
1616550300000,658,402,613,149,4
1616551200000,235,569,648,494,4
1616552100000,271,263,185,237,4
1616553000000,249,314,772,402,4
1616553900000,492,466,621,483,4
1616554800000,345,156,329,340,4
1616555700000,502,339,657,296,4
1616556600000,231,313,761,160,4
1616557500000,386,596,105,495,4
1616558400000,211,284,624,390,4
1616559300000,190,571,387,306,4
1616560200000,196,155,357,483,4
1616561100000,314,177,472,172,3
1616562000000,615,508,579,253,3
1616562900000,358,292,788,255,3
1616563800000,300,500,631,247,3
1616564700000,260,444,577,244,3
1616565600000,390,273,787,123,3
1616566500000,556,267,252,192,3
1616567400000,623,489,493,183,3
1616568300000,485,335,140,158,3
1616569200000,342,384,607,119,4
1616570100000,677,594,535,201,4
1616571000000,521,423,250,339,4
1616571900000,455,256,414,298,4
1616572800000,200,179,791,116,4
1616573700000,375,129,751,317,4
1616574600000,158,260,230,135,4
1616575500000,339,488,363,246,4
1616576400000,309,178,646,279,4
1616577300000,608,201,363,182,4
1616578200000,334,214,426,423,4
1616579100000,555,500,599,494,4
1616580000000,562,439,595,490,4
1616580900000,374,328,307,260,4
1616581800000,288,182,108,127,4
1616582700000,289,409,720,196,4
1616583600000,458,371,682,467,4
1616584500000,380,232,489,381,4
1616585400000,396,265,562,101,4
1616586300000,674,341,215,370,4
